artist_name,album_title,genre,album_url,artist_url,tags,location,release_date_clean,release_year,description
Ral Ahlen,Flaming Worlds,alternative,https://ralahlen.bandcamp.com/album/flaming-worlds?from=search&search_item_id=1701865719&search_item_type=a&search_match_part=%3F&search_page_id=4755066890&search_page_no=1&search_rank=1&search_sig=806a431a32e24172c23bd5f664e37853,,"alternative, electronic rock, darkwave, indie rock, krautrock, post rock, psychedelic rock, space rock, Bilbao",,2021-03-12,2021,All by Ral Ahlen
Ice Kolari,Eterno Domingo,hip-hop/rap,https://icekolari.bandcamp.com/album/eterno-domingo?from=search&search_item_id=2858447385&search_item_type=a&search_match_part=%3F&search_page_id=4755067010&search_page_no=1&search_rank=1&search_sig=852c46c2830070983d0b052eb8ae627f,,"basque country, hip-hop, hip-hop/rap, rap, boombap, communist, Bilbao",,2021-03-09,2021,Prod. Beats on the Block
Ral Ahlen,Translucent Dreams,alternative,https://ralahlen.bandcamp.com/album/translucent-dreams?from=search&search_item_id=2488503257&search_item_type=a&search_match_part=%3F&search_page_id=4755067194&search_page_no=1&search_rank=1&search_sig=74838c71caa8db3f572f8b7be56d68b2,,"alternative, psychedelic, ambient, downtempo, dream pop, electronic, experimental, glitch, indie, post rock, trip hop, Bilbao",,2021-02-25,2021,All by Ral Ahlen
Steve Sallow,Lightning Guitar,rock,https://stevesallow.bandcamp.com/album/lightning-guitar?from=search&search_item_id=3567593687&search_item_type=a&search_match_part=%3F&search_page_id=4755067302&search_page_no=1&search_rank=1&search_sig=032457a1bd4cc20165eb8debf8f03aeb,,"rock, guitar, Bilbao",,2021-03-10,2021,
Ral Ahlen,Love After All,alternative,https://ralahlen.bandcamp.com/album/love-after-all?from=search&search_item_id=3524373788&search_item_type=a&search_match_part=%3F&search_page_id=4755067389&search_page_no=1&search_rank=1&search_sig=f6ea186da87e08aa5ef2d77dbcc45b73,,"alternative, psychedelic rock, alternative rock, art rock, chamber pop, dream pop, indie pop, indie rock, lo fi, pop rock, rock, Bilbao",,2021-02-12,2021,All by Ral Ahlen
Mona Rora,Es Lo Que Hay,pop,https://monarora.bandcamp.com/album/es-lo-que-hay?from=search&search_item_id=1319318604&search_item_type=a&search_match_part=%3F&search_page_id=4755067487&search_page_no=1&search_rank=1&search_sig=b5136fc1ca0900b9c1e35e820fc531b7,,"pop, indie pop, pop, Bilbao",,2021-02-19,2021,
Zirikatu Records,"AKAINAK ""DEMO Enero 2020""",punk,https://zirikaturecords.bandcamp.com/album/akainak-demo-enero-2020?from=search&search_item_id=935692927&search_item_type=a&search_match_part=%3F&search_page_id=4755067601&search_page_no=1&search_rank=1&search_sig=5aa272be264a51192da5ebc82c49b397,,"hardcore, label, punk, rock, sello, Bilbao",,2020-01-22,2020,Jabi: AhotsaJondis: KitarraGaizka: BaxuaImanol: Bateriaakainak.bandcamp.com
Ral Ahlen,Disconnection,alternative,https://ralahlen.bandcamp.com/album/disconnection?from=search&search_item_id=730768995&search_item_type=a&search_match_part=%3F&search_page_id=4755067738&search_page_no=1&search_rank=1&search_sig=ac7e0524f4bc1c8809a8914798c196a7,,"alternative, ambient, atmospheric, chillout, cinematic, downtempo, drone, minimal, new age, post-rock, Bilbao",,2021-02-05,2021,All by Ral Ahlen
MUGRE,Hijos de la Crisis,punk,https://mgre.bandcamp.com/album/hijos-de-la-crisis?from=search&search_item_id=2696367405&search_item_type=a&search_match_part=%3F&search_page_id=4755067853&search_page_no=1&search_rank=2&search_sig=f06477ee82e7e14fb9683b5f814dfd9b,,"punk, post-punk, punk rock, rawpunk, Bilbao",,2021-01-10,2021,
La Paramera,SubeRock 2021,pop,https://laparamera.bandcamp.com/album/suberock-2021?from=search&search_item_id=3284708372&search_item_type=a&search_match_part=%3F&search_page_id=4755067972&search_page_no=1&search_rank=1&search_sig=efa8659ea613165623ec9ebcc2c702d8,,"pop, folk pop, indie pop, jangle pop, pop rock, power pop, Bilbao",,2021-02-09,2021,"La Paramera son:Alberto Ortiz de Zárate: voz, guitarras, programación de batería y teclado, coros.Gabriel Villota: voz, bajo, guitarras, coros.Oscar Tercero: voz, guitarras, bajo, coros.Y la colaboración estelar de Elisa Villota en los coros.Foto portada: Lidia Ortiz de Zarate."
Ral Ahlen,Self-tracking of a loser,alternative,https://ralahlen.bandcamp.com/album/self-tracking-of-a-loser?from=search&search_item_id=303874208&search_item_type=a&search_match_part=%3F&search_page_id=4755068059&search_page_no=1&search_rank=1&search_sig=61525c3af73744a5b54055d8cef1d75b,,"alternative, basque country, chamber pop, dream pop, indie rock, pop rock, post rock, rock, slowcore, Bilbao",,2021-01-29,2021,All by Ral Ahlen
square black unit,square black unit - synapse | polygon network [NW0024],experimental,https://polygonnetwork.bandcamp.com/album/square-black-unit-synapse-polygon-network-nw0024?from=search&search_item_id=1115546638&search_item_type=a&search_match_part=%3F&search_page_id=4755068158&search_page_no=1&search_rank=1&search_sig=eeb6d17823f89a150118e5b4ea6df5bb,,"experimental, abstract, ambient, idm, techno, Bilbao",,2021-01-23,2021,"tracks programmed and mixed by square black unitmastered by dual spectrum© polygon network , 2021"
Ral Ahlen,Still Awake,alternative,https://ralahlen.bandcamp.com/album/still-awake?from=search&search_item_id=4244945357&search_item_type=a&search_match_part=%3F&search_page_id=4755068302&search_page_no=1&search_rank=1&search_sig=9c154565dcd5b4c48ac5060cf95dd9a3,,"alternative, alternative rock, basque country, chamber pop, indie rock, pop rock, rock, Bilbao",,2021-01-20,2021,All by Ral Ahlen
Aguo,Fret Loss,electronic,https://aguo.bandcamp.com/album/fret-loss?from=search&search_item_id=3456978645&search_item_type=a&search_match_part=%3F&search_page_id=4755068465&search_page_no=1&search_rank=1&search_sig=3f27af49610a6adbe659dc210b738c07,,"electronic, acoustic, electronic, ethnic, fretless bass, psychedelic, spanish guitar, vocals, Bilbao",,2015-03-14,2015,
Add Obscurae,Resource . UNMTD182E,electronic,https://unsound-methods.bandcamp.com/album/resource-unmtd182e?from=search&search_item_id=3405030358&search_item_type=a&search_match_part=%3F&search_page_id=4755068637&search_page_no=1&search_rank=1&search_sig=31895eb55cf83db51a68fb9f2f23db1a,,"electronic, ambient, obscure, techno, Bilbao",,2021-01-16,2021,Tracks programmed and mixed by Add ObscuraeMastered by Dual Spectrum
Patxadaz,Patxadaz,metal,https://patxadaz.bandcamp.com/album/patxadaz-2?from=search&search_item_id=3834893947&search_item_type=a&search_match_part=%3F&search_page_id=4755068768&search_page_no=1&search_rank=1&search_sig=a8cb31b25369631d618046fa518c736b,,"metal, progressive metal, rap metal, Bilbao",,2021-01-22,2021,"Ahotsa: Eneko IrastorzaAhotsa: Mikel Del BarrioBaxua: Asier CobosGitarra: Mikel AlvarezBateria: Jon KortabitarteGrabaketa: Lando Stone eta Gaizka VarelaGrabaketa estudioa: Mamba Beltza eta Big Up Ando PantxMasterizazioa: Ibon Larruzea, Euridia estudioan  (www.euridia.net)Diseinua: Lorena RuizDigitalizazioa eta editaia: Mirene González"
Micky & The Buzz,"""Strong Woman""",rock,https://mickyandthebuzz.bandcamp.com/album/strong-woman?from=search&search_item_id=1377922104&search_item_type=a&search_match_part=%3F&search_page_id=4755068882&search_page_no=1&search_rank=1&search_sig=6d2cdb1006310ce85c7e3f65bdc9bf29,,"r&b, rock, rockabilly, punk rock, swing, Bilbao",,2021-02-14,2021,
Pulgarcito,Tritón,electronic,https://pulgarcito.bandcamp.com/album/trit-n?from=search&search_item_id=284638156&search_item_type=a&search_match_part=%3F&search_page_id=4755069051&search_page_no=1&search_rank=1&search_sig=abdf9f334499ab9e3587294268674ea5,,"electronic, kids, synth pop, wonky pop, Bilbao",,2005-01-13,2005,
Trackmusika,Micro Relax,ambient,https://javiercpc.bandcamp.com/album/micro-relax?from=search&search_item_id=3316010720&search_item_type=a&search_match_part=%3F&search_page_id=4755069184&search_page_no=1&search_rank=1&search_sig=6ace2fc962726aae6ac8adae04dafc88,,"ambient, ambient, mindfullness, mindfulness, piano, piano solo, relax, relaxation, relaxing, Bilbao",,2021-01-14,2021,
Ectoplasma,Vallecula . UNMTD128L,electronic,https://unsound-methods.bandcamp.com/album/vallecula-unmtd128l?from=search&search_item_id=1647380690&search_item_type=a&search_match_part=%3F&search_page_id=4755069276&search_page_no=1&search_rank=2&search_sig=17b2cc506b001efede9e6c414af5a52a,,"electronic, ambient, obscure, techno, Bilbao",,2021-01-01,2021,Tracks programmed and mixed by EctoplasmaMastered by Dual Spectrum
Kill Bill G,Dalek Expanded (2020 Edition),electronic,https://killbillg.bandcamp.com/album/dalek-expanded-2020-edition?from=search&search_item_id=408017887&search_item_type=a&search_match_part=%3F&search_page_id=4755069372&search_page_no=1&search_rank=1&search_sig=c25c62a0eeee37c86dac04b970d0783b,,"electronic, electropop, synthpop, tecnopop, Bilbao",,2020-12-12,2020,"Todos los temas compuestos por Kill Bill GExcepto (3), (8), (18) por Kill Bill G y Mario Gil(8) Kill Bill G y Sonia LLobet(14) y (20) Kill Bill G y Paco Jarel(C) Noise Records / Kill Bill G"
JANA JAN,CON POST,experimental,https://janajan.bandcamp.com/album/con-post?from=search&search_item_id=2242275910&search_item_type=a&search_match_part=%3F&search_page_id=4755069487&search_page_no=1&search_rank=1&search_sig=5763b7180d82b1513b41cec9bbb83616,,"experimental, feedback, no-input mixer, noise, queer, tapes, Bilbao",,2020-11-22,2020,
JANA JAN,FEEDBACK,experimental,https://janajan.bandcamp.com/album/feedback?from=search&search_item_id=1584265382&search_item_type=a&search_match_part=%3F&search_page_id=4755069583&search_page_no=1&search_rank=1&search_sig=9a30268b41e6f474c530d09078a742ce,,"experimental, feedback, no-input mixer, noise, queer, tapes, Bilbao",,2020-10-13,2020,Artwork:itziarmarkiegi.tumblr.com
JANA JAN,BIOBAZZ,experimental,https://janajan.bandcamp.com/album/biobazz?from=search&search_item_id=3803929223&search_item_type=a&search_match_part=%3F&search_page_id=4755069705&search_page_no=1&search_rank=1&search_sig=78ac8c3882806a509b07b223b337363d,,"experimental, feedback, no-input mixer, noise, queer, tapes, Bilbao",,2020-11-12,2020,
TurboFuckers,Nekroamor (Dig Up Her Bones) Misfits version,rock,https://turbofuckers.bandcamp.com/album/nekroamor-dig-up-her-bones-misfits-version?from=search&search_item_id=1682059679&search_item_type=a&search_match_part=%3F&search_page_id=4755069840&search_page_no=1&search_rank=1&search_sig=b9716e8aab4336cfaeab50336ba9add3,,"hard rock, rock, high energy, kick ass, punk rock, rockandroll, Bilbao",,2020-10-31,2020,"Aquí, desde nuestro rincón más oscuro del cementerio y para celebrar el día de los muertos os dejamos nuestro homenaje a Misfits, tema que irá incluido en el disco Covers Among Us y que verá la luz de los vivos en estos próximos días, la primera toma de estudio en formato quinteto, producido por Oskar Sánchez en los estudios Malamuerte en julio de 2020, den volumen a su reproductor, déjense llevar y descubran los secretos que el enterrador guarda en soledad.Música: MisfitsFoto de Portada: Roberth San EmeterioLetra: SixxTurbofuckers:Iñaki Sixx: Voz y guitarraPepe Bombs: BajoMike Hell: GuitarraTxilo: BateríaBorja Bowman: Teclados"
Wolkokrots feat. Al Karpenter,Hammelin,experimental,https://wolkokrots.bandcamp.com/album/hammelin?from=search&search_item_id=1381814645&search_item_type=a&search_match_part=%3F&search_page_id=4755069939&search_page_no=1&search_rank=1&search_sig=578d04b378deb696e0357624a162bd5a,,"experimental, electroacoustic, electronic, improvised music, noise, Bilbao",,2020-11-01,2020,"ilia belorukov – fluteophone, synthesizer, electronics, field recordings, samplesmiguel a. garcia – electronics, drum machineal karpenter – voice, keyboardsrecorded at larraskito, bilbao and live at iba house concert, barcelona in july 2017recorded and edited by wolkokrotsmixed and mastered by ilia belorukov in 2017-2020"
Luis Ortiz,Laia,alternative,https://logmusica.bandcamp.com/album/laia?from=search&search_item_id=3755112062&search_item_type=a&search_match_part=%3F&search_page_id=4755070091&search_page_no=1&search_rank=1&search_sig=75c8420af864d1d52e1e0ce9e7675b7b,,"alternative, classical, contemporany, instrumental, modern, piano, Bilbao",,2020-05-01,2020,"Music by Luis OrtizPiano, bass, melodica, bells and synths, Luis OrtizRecorded, mixed and mastered by Luis OrtizCover design by Javier Das"
ELPiLO,PORKESI,hip-hop/rap,https://elpilo.bandcamp.com/album/porkesi?from=search&search_item_id=2152933714&search_item_type=a&search_match_part=%3F&search_page_id=4755070204&search_page_no=1&search_rank=1&search_sig=64d00021ef96cfee8a9380e0556d9e76,,"hip-hop/rap, underground rap, Bilbao",,2020-10-03,2020,
Stand For Nothing,Songs Of A Wounded Spirit,rock,https://sfnofficial.bandcamp.com/album/songs-of-a-wounded-spirit?from=search&search_item_id=2119253898&search_item_type=a&search_match_part=%3F&search_page_id=4755070309&search_page_no=1&search_rank=1&search_sig=6af1c3f9289c28ead2c76be760401717,,"metal, metalcore, punk rock, rock, Bilbao",,2020-09-19,2020,Recorded by SFN and AME EstudioakProduced in AME Estudioak
Xabier Echaniz,Will & Coni: El Guardián del Fuego,ambient,https://xabierechaniz.bandcamp.com/album/will-coni-el-guardi-n-del-fuego?from=search&search_item_id=2357149098&search_item_type=a&search_match_part=%3F&search_page_id=4755070443&search_page_no=1&search_rank=1&search_sig=90e0988f5d796ba12d526c9e6d9a9ac9,,"ambient, background music, banda sonora original, bso, instrumental, juego, ost, soundtrack, videojuego, Bilbao",,2019-07-01,2019,Ilustraciones: Maialen Echaniz (@etxaniiiz)
Passion Farolas,17ko udan,experimental,https://passionfarolas.bandcamp.com/album/17ko-udan?from=search&search_item_id=2859529379&search_item_type=a&search_match_part=%3F&search_page_id=4755070541&search_page_no=1&search_rank=1&search_sig=f1a1addfcf33619e35db01ed1f256bd3,,"experimental, electronica, experimental electronic, noise, rap, sound art, Bilbao",,2020-09-14,2020,Master: Erik Lafuente
Chico y Chica,Arcoiris (4 en Alicante),latin,https://chicoychica.bandcamp.com/album/arcoiris-4-en-alicante?from=search&search_item_id=1181543535&search_item_type=a&search_match_part=%3F&search_page_id=4755070644&search_page_no=1&search_rank=1&search_sig=feed5de92105ab600d1e8809c527068f,,"latin, audio novela, audiobook, audiolibro, pop, radionovela, synth pop, tecnopop, Bilbao",,2013-09-24,2013,
Chico y Chica,"Un, dos, tres, orgasmo",latin,https://chicoychica.bandcamp.com/album/un-dos-tres-orgasmo?from=search&search_item_id=957265363&search_item_type=a&search_match_part=%3F&search_page_id=4755070791&search_page_no=1&search_rank=1&search_sig=a625d611e20d11b1803be968cdc493ea,,"latin, pop, synth pop, tecnopop, Bilbao",,2017-11-24,2017,"Producido por Chico y Chica.«Un, dos, tres, orgasmo» escrita y compuesta por Chico y Chica.«Chan-son egocentrique» (F. Battiato)"
Chico y Chica,No me preguntes la hora (EP),latin,https://chicoychica.bandcamp.com/album/no-me-preguntes-la-hora-ep?from=search&search_item_id=1856375701&search_item_type=a&search_match_part=%3F&search_page_id=4755070926&search_page_no=1&search_rank=1&search_sig=76132f2143b88ed708857ad42583ec56,,"latin, pop, synth pop, tecnopop, Bilbao",,2000-06-01,2000,
Chico y Chica,Rapsodia de los estudiosos,latin,https://chicoychica.bandcamp.com/album/rapsodia-de-los-estudiosos?from=search&search_item_id=377546845&search_item_type=a&search_match_part=%3F&search_page_id=4755071032&search_page_no=1&search_rank=1&search_sig=4335c55b7616d68f9c3505394064586b,,"latin, fantasy, instrumental, pop, sci-fi, synth, synth pop, tecnopop, Bilbao",,2012-09-02,2012,
Chico y Chica,Findelmundo (Status X Aniversario),latin,https://chicoychica.bandcamp.com/album/findelmundo-status-x-aniversario?from=search&search_item_id=3845216464&search_item_type=a&search_match_part=%3F&search_page_id=4755071163&search_page_no=1&search_rank=1&search_sig=09d24d0155b05b21f45feef468396d6d,,"latin, pop, synth pop, tecnopop, Bilbao",,2014-10-14,2014,
Chico y Chica,Notario,latin,https://chicoychica.bandcamp.com/album/notario-2?from=search&search_item_id=978766817&search_item_type=a&search_match_part=%3F&search_page_id=4755071293&search_page_no=1&search_rank=1&search_sig=eee92760f041fb6b5833a528e7593214,,"latin, audiobook, audiolibro, baladas, pop, synth, synth pop, tecnopop, Bilbao",,2016-05-06,2016,Escrito y producido por Chico y Chica en Bilbao.
DAIMÓNICA (Grabaciones),DERRIERE- DISTANTE LUZ,experimental,https://daimnicagrabaciones.bandcamp.com/album/derriere-distante-luz?from=search&search_item_id=2813095719&search_item_type=a&search_match_part=%3F&search_page_id=4755071386&search_page_no=1&search_rank=1&search_sig=b129ad5ab8022fca88d06bc47f459b5c,,"electronic, experimental, dark ambient, folk, industrial, Bilbao",,2020-08-19,2020,
TRAMPAS,Chinese Tales,rock,https://trampas2rock.bandcamp.com/album/chinese-tales?from=search&search_item_id=753067874&search_item_type=a&search_match_part=%3F&search_page_id=4755071491&search_page_no=1&search_rank=1&search_sig=cdfdb0de46a6fbc10e0279c4d2c5aa8a,,"rock, indie rock, Bilbao",,2019-03-15,2019,
Ari Keta,Enshū,electronic,https://ariketa.bandcamp.com/album/ensh?from=search&search_item_id=60145066&search_item_type=a&search_match_part=%3F&search_page_id=4755071619&search_page_no=1&search_rank=1&search_sig=8a4a514fe680d033c4ca83ea9087b46d,,"electronic, idm, Bilbao",,2020-07-15,2020,
ATENEA WARRIORS,THE ANCIENT ORDER,hip-hop/rap,https://ateneawarriors.bandcamp.com/album/the-ancient-order?from=search&search_item_id=3861178473&search_item_type=a&search_match_part=%3F&search_page_id=4755071753&search_page_no=1&search_rank=1&search_sig=c808b71abbc8b5edb881a9f50dac264f,,"hip-hop/rap, Bilbao",,2020-07-09,2020,JON VORTEX | FRESCO
DAIMÓNICA (Grabaciones),PHANTASMA-GÓTICO URBANO,experimental,https://daimnicagrabaciones.bandcamp.com/album/phantasma-g-tico-urbano?from=search&search_item_id=3759460970&search_item_type=a&search_match_part=%3F&search_page_id=4755071882&search_page_no=1&search_rank=1&search_sig=cfdaa5f80150ec22de8832d4ca987a66,,"electronic, experimental, dark ambient, folk, industrial, Bilbao",,2020-07-01,2020,
Poder,La Chasse (Blessure),electronic,https://poder.bandcamp.com/album/la-chasse-blessure-2?from=search&search_item_id=2047513352&search_item_type=a&search_match_part=%3F&search_page_id=4755071993&search_page_no=1&search_rank=1&search_sig=dbd197f9d4bba9d52e83844c1868b4aa,,"electronic, punk, anarchopunk, darkwave, primitive, Bilbao",,2020-06-26,2020,
Zirikatu Records,"INSOLVENTES ""Insolventes""",punk,https://zirikaturecords.bandcamp.com/album/insolventes-insolventes?from=search&search_item_id=672174196&search_item_type=a&search_match_part=%3F&search_page_id=4755072105&search_page_no=1&search_rank=1&search_sig=3dfc40ccee0fbe331613669c760971f0,,"hardcore, label, punk, rock, sello, Bilbao",,2005-06-01,2005,"Iñi Hil: VozJuanma: GuitarraJordi: BajoOier: BateríaCon la colaboración de Beni Glamour al Saxo en ""El cuento de las mentiras""También puedes comprar el CD (2€) en:www.musikaze.com/es/musica/sellos/tienda.php?site=ZIRIKATURECORDSó escribiendo azirikaturecords@gmail.comopen.spotify.com/album/5ajG0Tnh02QCPjg2OpU5Cz"
Zirikatu Records,"INSOLVENTES ""Vertido Rockactivo""",punk,https://zirikaturecords.bandcamp.com/album/insolventes-vertido-rockactivo?from=search&search_item_id=70538154&search_item_type=a&search_match_part=%3F&search_page_id=4755072269&search_page_no=1&search_rank=1&search_sig=2e3f80d7d50d318583394f373bca35d2,,"hardcore, label, punk, rock, sello, Bilbao",,2009-10-01,2009,"FORMACIÓN:Jondis: VozJuanma: GuitarraJordi: BajoOier: BateríaCon la colaboración de Beni Glamour al Saxo en ""London Llaming""open.spotify.com/album/5wDrUMC9NcGXkMRMb6KbDF"
k.o.e.,model90,electronic,https://koebio.bandcamp.com/album/model90?from=search&search_item_id=1239819622&search_item_type=a&search_match_part=%3F&search_page_id=4755072402&search_page_no=1&search_rank=1&search_sig=a92967f850802ffd551e54c3abf3f2b5,,"electronic, abstract, improvisation, Bilbao",,2020-06-24,2020,
Zirikatu Records,"SKLEROSIS ""Kaput""",punk,https://zirikaturecords.bandcamp.com/album/sklerosis-kaput?from=search&search_item_id=2004533955&search_item_type=a&search_match_part=%3F&search_page_id=4755072505&search_page_no=1&search_rank=1&search_sig=465a68797b2177ac53bed90869545654,,"hardcore, label, punk, rock, sello, Bilbao",,2004-01-05,2004,"Editado en 2004 formato CD y K7 por Sklerosis.VIDEOCLIP ""Dios salve a Durango haburguesado""www.youtube.com/watch?v=azA--TpxSVkTambién puedes comprar el CD (2€) en:www.musikaze.com/es/musica/sellos/tienda.php?site=ZIRIKATURECORDSó escribiendo azirikaturecords@gmail.comopen.spotify.com/album/67vt5Se0w524vABHGgAaZt"
Zirikatu Records,"SKLEROSIS ""Volkete""",punk,https://zirikaturecords.bandcamp.com/album/sklerosis-volkete?from=search&search_item_id=1741568727&search_item_type=a&search_match_part=%3F&search_page_id=4755072609&search_page_no=1&search_rank=1&search_sig=6e5d3a0d3a46c202f2787331eccfd9b8,,"hardcore, label, punk, rock, sello, Bilbao",,2001-12-01,2001,Editado en 2001 en formato CD por DDT Banaketak y Sklerosis.También puedes comprar el CD (2€) en:www.musikaze.com/es/musica/sellos/tienda.php?site=ZIRIKATURECORDSó escribiendo azirikaturecords@gmail.comopen.spotify.com/album/7kne0XmVSmnXuHAfF3GX8e
Samuel Cano,vista,experimental,https://samuelcano.bandcamp.com/album/vista?from=search&search_item_id=3713366639&search_item_type=a&search_match_part=%3F&search_page_id=4755072712&search_page_no=1&search_rank=1&search_sig=a94ee3184b93cfd610055c5c8b7a7f3f,,"experimental, freejazz, avantgardejazz, experimental, freeimprobilbao, freeimprovisation, freejazz, improvisacion libre, samuelcano, samuelcanosax, Bilbao",,2020-06-07,2020,
DAIMÓNICA (Grabaciones),XALIENXSOULX,experimental,https://daimnicagrabaciones.bandcamp.com/album/xalienxsoulx?from=search&search_item_id=228694150&search_item_type=a&search_match_part=%3F&search_page_id=4755072846&search_page_no=1&search_rank=1&search_sig=4f2702dcaea7bd8252bbf258a63d9fb9,,"electronic, experimental, dark ambient, folk, industrial, Bilbao",,2020-06-07,2020,
Samuel Cano,veinte veinte,experimental,https://samuelcano.bandcamp.com/album/veinte-veinte?from=search&search_item_id=1275663510&search_item_type=a&search_match_part=%3F&search_page_id=4755073008&search_page_no=1&search_rank=1&search_sig=34c15f3b9ae94b3133e7386b0942adce,,"experimental, postfolk, avantgardejazz, experimental, freeimprovisation, freejazz, improvisacion libre, postjazz, Bilbao",,2020-05-30,2020,"Samuel Cano: sax, guitar"
Samuel Cano,Tradición,experimental,https://samuelcano.bandcamp.com/album/tradici-n?from=search&search_item_id=3036783871&search_item_type=a&search_match_part=%3F&search_page_id=4755073157&search_page_no=1&search_rank=1&search_sig=011435f419e95fafc3b783779c5415de,,"experimental, free azz, avantgardejazz, experimental, freeimprobilbao, freeimprovisation, freejazz, improvisacion libre, improvisacionlibrebilbao, Bilbao",,2020-05-23,2020,"Samuel Cano: sax ,guitar, percusion"
DAIMÓNICA (Grabaciones),DERRIERE- (T)ERROR,experimental,https://daimnicagrabaciones.bandcamp.com/album/derriere-t-error?from=search&search_item_id=3657280500&search_item_type=a&search_match_part=%3F&search_page_id=4755073328&search_page_no=1&search_rank=1&search_sig=3b6c072676bf6f4484bc6d665613fe9f,,"electronic, experimental, dark ambient, folk, industrial, Bilbao",,2020-05-25,2020,
DAIMÓNICA (Grabaciones),DERRIERE-23 FANTASMAS AZULES/LA CIENCIA DEL ESPECTRO (B.S.O.),experimental,https://daimnicagrabaciones.bandcamp.com/album/derriere-23-fantasmas-azules-la-ciencia-del-espectro-b-s-o?from=search&search_item_id=3324907247&search_item_type=a&search_match_part=%3F&search_page_id=4755073471&search_page_no=1&search_rank=1&search_sig=becff893628d44d2605f6a263c463537,,"electronic, experimental, dark ambient, folk, industrial, Bilbao",,2020-05-24,2020,
Samuel Cano,Atrás,experimental,https://samuelcano.bandcamp.com/album/atr-s?from=search&search_item_id=1182536596&search_item_type=a&search_match_part=%3F&search_page_id=4755073616&search_page_no=1&search_rank=1&search_sig=da74651012efd3d89186bbdb41eef822,,"experimental, freejazz, avantgardejazz, experimental, freeimprovisarion, freeimprovisation, freejazz, improvisacion libre, postjazz, samuelcano, Bilbao",,2020-05-11,2020,"Samuel Cano: sax, guitar, percusions, voice."
VM,PERSECUCIÓN,electronic,https://vaqueromata.bandcamp.com/album/persecuci-n?from=search&search_item_id=526127099&search_item_type=a&search_match_part=%3F&search_page_id=4755073743&search_page_no=1&search_rank=1&search_sig=d168b8663107c320e30ba9bf9adde97b,,"electronic, collage, experiemental, instrumental, Bilbao",,2020-03-31,2020,
Sonidero 13 + Miguel A. Garcia,Hermuletite,alternative,https://tayulrecords.bandcamp.com/album/hermuletite?from=search&search_item_id=38064146&search_item_type=a&search_match_part=%3F&search_page_id=4755073879&search_page_no=1&search_rank=1&search_sig=49dc7d08a87b9075d00fe73dd9d62b21,,"alternative, bilbao, españa, experimental, free improvisation, jazz, mexico, miguel a garcia, noise, sonidero13, worldfusion, Santiago",,2020-05-08,2020,"Mixed and Mastered by Sebastian Riquelme, Santiago de ChileCover drawing : Ander Sagastiberri"
4 Villains,Freak Show,rock,https://4villains.bandcamp.com/album/freak-show?from=search&search_item_id=4033228798&search_item_type=a&search_match_part=%3F&search_page_id=4755074039&search_page_no=1&search_rank=1&search_sig=79213b1749ff926e196159e49c71d64d,,"hard rock, metal, rock, rock & roll, female vocals, pop rock, Bilbao",,2020-05-02,2020,
TaMed,Masquerade (Demo),alternative,https://tamed-rock.bandcamp.com/album/masquerade-demo?from=search&search_item_id=2175941154&search_item_type=a&search_match_part=%3F&search_page_id=4755074177&search_page_no=1&search_rank=1&search_sig=f799df17704629ff24d95a06cd21d6b7,,"alternative, alternative rock, rock, alternative rock, Bilbao",,2020-05-02,2020,
The Dusk Spreads,The Cold Kiss of Death,acoustic,https://theduskspreads.bandcamp.com/album/the-cold-kiss-of-death?from=search&search_item_id=4136472076&search_item_type=a&search_match_part=%3F&search_page_id=4755074324&search_page_no=1&search_rank=1&search_sig=3847bfbe1ff81429de1569a02cdf1461,,"acoustic, ambient, atmospheric, folk, Bilbao",,2020-04-26,2020,"Recorded, Mixed and Mastered at Haunting Menace StudioDusk: 4 string acoustic bass, vocals, effects"
My Sweet Torment,The Last Beating Heart - Sense Edition,metal,https://mysweettormentofficial.bandcamp.com/album/the-last-beating-heart-sense-edition?from=search&search_item_id=2678316124&search_item_type=a&search_match_part=%3F&search_page_id=4755074498&search_page_no=1&search_rank=2&search_sig=70364811fba878f9e31496337adf3a33,,"black metal, death metal, metal, gothic metal, Bilbao",,2017-05-05,2017,
Bhask & Chest,"De cuentas, cantos y confinamientos",hip-hop/rap,https://edervxga.bandcamp.com/album/de-cuentas-cantos-y-confinamientos?from=search&search_item_id=248820476&search_item_type=a&search_match_part=%3F&search_page_id=4755074660&search_page_no=1&search_rank=1&search_sig=9ff8e984975033a3915b8e9161e693ad,,"hip-hop/rap, alternative, cantos, chest, confinamientos, cuentas, de, hip hop, pop, rap, rock, y, Bilbao",,2020-04-24,2020,"Escrito por Bhask y Chest, excepto el tema 3 con Sadi. Producción musical por Mantra, Encore, MdL y Sketchmyname. Grabado, mezclado y masterizado en DLR Records (Barakaldo). Artes gráficas por Ziro Pictures INK."
Wolkokrots,Confinescapes (compilation),experimental,https://wolkokrots.bandcamp.com/album/confinescapes-compilation?from=search&search_item_id=1978610747&search_item_type=a&search_match_part=%3F&search_page_id=4755074776&search_page_no=1&search_rank=1&search_sig=3c4d6fb5dbc3c439da0dba8bafb8ac92,,"experimental, electroacoustic, electronic, improvised music, noise, Bilbao",,2020-04-19,2020,"ilia belorukov - field recordings, synthesizersmiguel a. garcia - electronics"
